No.,Time,Source,Destination,Protocol,Tag,Length,Info
17260,08:34.4,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=36541 Ack=1 Win=85 Len=58 TSval=553198533 TSecr=2194836346"
17261,08:34.4,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=36599 Win=83 Len=0 TSval=2194837529 TSecr=553198533
17262,08:34.7,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20101 Ack=1 Win=85 Len=30 TSval=1776929600 TSecr=3277903788"
17263,08:34.7,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20131 Win=83 Len=0 TSval=3277904801 TSecr=1776929600
17264,08:35.0,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=40129 Ack=1 Win=85 Len=66 TSval=2221425033 TSecr=1778143860"
17265,08:35.0,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=40195 Win=83 Len=0 TSval=1778144983 TSecr=2221425033
17266,08:35.0,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=29487 Ack=1 Win=85 Len=46 TSval=2092080615 TSecr=2651596574"
17267,08:35.0,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=29533 Win=83 Len=0 TSval=2651597594 TSecr=2092080615
17268,08:35.5,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=29533 Ack=1 Win=85 Len=46 TSval=1182002622 TSecr=2457039894"
17269,08:35.5,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=29579 Win=83 Len=0 TSval=2457041058 TSecr=1182002622
17270,08:35.5,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=29441 Ack=1 Win=85 Len=46 TSval=3351512157 TSecr=2774387892"
17271,08:35.5,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=29487 Win=83 Len=0 TSval=2774389089 TSecr=3351512157
17272,08:35.6,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=36599 Ack=1 Win=85 Len=58 TSval=553199664 TSecr=2194837529"
17273,08:35.6,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=36657 Win=83 Len=0 TSval=2194838661 TSecr=553199664
17274,08:35.7,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20131 Ack=1 Win=85 Len=30 TSval=1776930675 TSecr=3277904801"
17275,08:35.7,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20161 Win=83 Len=0 TSval=3277905876 TSecr=1776930675
17276,08:36.1,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=29533 Ack=1 Win=85 Len=46 TSval=2092081637 TSecr=2651597594"
17277,08:36.1,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=29579 Win=83 Len=0 TSval=2651598616 TSecr=2092081637
17278,08:36.2,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=40195 Ack=1 Win=85 Len=66 TSval=2221426309 TSecr=1778144983"
17279,08:36.2,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=40261 Win=83 Len=0 TSval=1778146258 TSecr=2221426309
17280,08:36.5,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=29579 Ack=1 Win=85 Len=46 TSval=1182003641 TSecr=2457041058"
17281,08:36.5,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=29625 Win=83 Len=0 TSval=2457042077 TSecr=1182003641
17282,08:36.7,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=29487 Ack=1 Win=85 Len=46 TSval=3351513310 TSecr=2774389089"
17283,08:36.7,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=29533 Win=83 Len=0 TSval=2774390242 TSecr=3351513310
17284,08:36.7,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=36657 Ack=1 Win=85 Len=58 TSval=553200837 TSecr=2194838661"
17285,08:36.7,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=36715 Win=83 Len=0 TSval=2194839833 TSecr=553200837
17286,08:36.8,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20161 Ack=1 Win=85 Len=30 TSval=1776931697 TSecr=3277905876"
17287,08:36.8,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20191 Win=83 Len=0 TSval=3277906898 TSecr=1776931697
17288,08:37.1,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=29579 Ack=1 Win=85 Len=46 TSval=2092082698 TSecr=2651598616"
17289,08:37.1,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=29625 Win=83 Len=0 TSval=2651599677 TSecr=2092082698
17290,08:37.4,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=40261 Ack=1 Win=85 Len=66 TSval=2221427432 TSecr=1778146258"
17291,08:37.4,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=40327 Win=83 Len=0 TSval=1778147381 TSecr=2221427432
17292,08:37.6,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=29625 Ack=1 Win=85 Len=46 TSval=1182004669 TSecr=2457042077"
17293,08:37.6,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=29671 Win=83 Len=0 TSval=2457043105 TSecr=1182004669
17294,08:37.8,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=29533 Ack=1 Win=85 Len=46 TSval=3351514420 TSecr=2774390242"
17295,08:37.8,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=29579 Win=83 Len=0 TSval=2774391352 TSecr=3351514420
17296,08:37.8,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=36715 Ack=1 Win=85 Len=58 TSval=553201920 TSecr=2194839833"
17297,08:37.8,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20191 Ack=1 Win=85 Len=30 TSval=1776932769 TSecr=3277906898"
17298,08:37.8,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=36773 Win=83 Len=0 TSval=2194840916 TSecr=553201920
17299,08:37.8,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20221 Win=83 Len=0 TSval=3277907970 TSecr=1776932769
17300,08:38.3,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=29625 Ack=1 Win=85 Len=46 TSval=2092083831 TSecr=2651599677"
17301,08:38.3,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=29671 Win=83 Len=0 TSval=2651600810 TSecr=2092083831
17302,08:38.6,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=40327 Ack=1 Win=85 Len=66 TSval=2221428711 TSecr=1778147381"
17303,08:38.6,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=40393 Win=83 Len=0 TSval=1778148660 TSecr=2221428711
17304,08:38.7,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=29671 Ack=1 Win=85 Len=46 TSval=1182005808 TSecr=2457043105"
17305,08:38.7,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=29717 Win=83 Len=0 TSval=2457044244 TSecr=1182005808
17306,08:38.8,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20221 Ack=1 Win=85 Len=30 TSval=1776933792 TSecr=3277907970"
17307,08:38.8,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20251 Win=83 Len=0 TSval=3277908993 TSecr=1776933792
17308,08:38.9,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=36773 Ack=1 Win=85 Len=58 TSval=553203029 TSecr=2194840916"
17309,08:38.9,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=36831 Win=83 Len=0 TSval=2194842025 TSecr=553203029
17310,08:39.0,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=29579 Ack=1 Win=85 Len=46 TSval=3351515588 TSecr=2774391352"
17311,08:39.0,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=29625 Win=83 Len=0 TSval=2774392520 TSecr=3351515588
17312,08:39.5,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=29671 Ack=1 Win=85 Len=46 TSval=2092085038 TSecr=2651600810"
17313,08:39.5,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=29717 Win=83 Len=0 TSval=2651602017 TSecr=2092085038
17314,08:39.8,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=29717 Ack=1 Win=85 Len=46 TSval=1182006923 TSecr=2457044244"
17315,08:39.8,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=29763 Win=83 Len=0 TSval=2457045359 TSecr=1182006923
17316,08:39.8,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=40393 Ack=1 Win=85 Len=66 TSval=2221429912 TSecr=1778148660"
17317,08:39.8,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=40459 Win=83 Len=0 TSval=1778149861 TSecr=2221429912
17318,08:39.9,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20251 Ack=1 Win=85 Len=30 TSval=1776934823 TSecr=3277908993"
17319,08:39.9,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20281 Win=83 Len=0 TSval=3277910024 TSecr=1776934823
17320,08:40.0,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=36831 Ack=1 Win=85 Len=58 TSval=553204061 TSecr=2194842025"
17321,08:40.0,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=36889 Win=83 Len=0 TSval=2194843057 TSecr=553204061
17322,08:40.1,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=29625 Ack=1 Win=85 Len=46 TSval=3351516764 TSecr=2774392520"
17323,08:40.1,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=29671 Win=83 Len=0 TSval=2774393696 TSecr=3351516764
17324,08:40.6,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=29717 Ack=1 Win=85 Len=46 TSval=2092086140 TSecr=2651602017"
17325,08:40.6,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=29763 Win=83 Len=0 TSval=2651603119 TSecr=2092086140
17326,08:41.0,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=29763 Ack=1 Win=85 Len=46 TSval=1182008051 TSecr=2457045359"
17327,08:41.0,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=29809 Win=83 Len=0 TSval=2457046487 TSecr=1182008051
17328,08:41.0,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20281 Ack=1 Win=85 Len=30 TSval=1776935913 TSecr=3277910024"
17329,08:41.0,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20311 Win=83 Len=0 TSval=3277911114 TSecr=1776935913
17330,08:41.0,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=40459 Ack=1 Win=85 Len=66 TSval=2221431106 TSecr=1778149861"
17331,08:41.0,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=40525 Win=83 Len=0 TSval=1778151055 TSecr=2221431106
17332,08:41.2,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=29671 Ack=1 Win=85 Len=46 TSval=3351517853 TSecr=2774393696"
17333,08:41.2,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=29717 Win=83 Len=0 TSval=2774394785 TSecr=3351517853
17334,08:41.2,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=36889 Ack=1 Win=85 Len=58 TSval=553205322 TSecr=2194843057"
17335,08:41.2,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=36947 Win=83 Len=0 TSval=2194844318 TSecr=553205322
17336,08:41.3,00:00:00_00:00:0b,00:00:00_00:00:03,ARP,2,42,Who has 100.6.0.13? Tell 100.6.0.22
17337,08:41.3,00:00:00_00:00:03,00:00:00_00:00:0b,ARP,2,42,100.6.0.13 is at 00:00:00:00:00:03
17338,08:41.8,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=29763 Ack=1 Win=85 Len=46 TSval=2092087326 TSecr=2651603119"
17339,08:41.8,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=29809 Win=83 Len=0 TSval=2651604305 TSecr=2092087326
17340,08:42.0,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20311 Ack=1 Win=85 Len=30 TSval=1776936958 TSecr=3277911114"
17341,08:42.0,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20341 Win=83 Len=0 TSval=3277912159 TSecr=1776936958
17342,08:42.1,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=29809 Ack=1 Win=85 Len=46 TSval=1182009210 TSecr=2457046487"
17343,08:42.1,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=29855 Win=83 Len=0 TSval=2457047646 TSecr=1182009210
17344,08:42.3,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=29717 Ack=1 Win=85 Len=46 TSval=3351518877 TSecr=2774394785"
17345,08:42.3,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=29763 Win=83 Len=0 TSval=2774395809 TSecr=3351518877
17346,08:42.3,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=36947 Ack=1 Win=85 Len=58 TSval=553206356 TSecr=2194844318"
17347,08:42.3,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=37005 Win=83 Len=0 TSval=2194845352 TSecr=553206356
17348,08:42.4,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=40525 Ack=1 Win=85 Len=66 TSval=2221432447 TSecr=1778151055"
17349,08:42.4,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=40591 Win=83 Len=0 TSval=1778152397 TSecr=2221432447
17350,08:42.8,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=29809 Ack=1 Win=85 Len=46 TSval=2092088346 TSecr=2651604305"
17351,08:42.8,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=29855 Win=83 Len=0 TSval=2651605325 TSecr=2092088346
17352,08:43.0,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20341 Ack=1 Win=85 Len=30 TSval=1776937967 TSecr=3277912159"
17353,08:43.0,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20371 Win=83 Len=0 TSval=3277913168 TSecr=1776937967
17354,08:43.1,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=29855 Ack=1 Win=85 Len=46 TSval=1182010242 TSecr=2457047646"
17355,08:43.1,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=29901 Win=83 Len=0 TSval=2457048678 TSecr=1182010242
17356,08:43.3,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=37005 Ack=1 Win=85 Len=58 TSval=553207430 TSecr=2194845352"
17357,08:43.3,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=37063 Win=83 Len=0 TSval=2194846426 TSecr=553207430
17358,08:43.3,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=29763 Ack=1 Win=85 Len=46 TSval=3351519971 TSecr=2774395809"
17359,08:43.3,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=29809 Win=83 Len=0 TSval=2774396903 TSecr=3351519971
17360,08:43.5,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=40591 Ack=1 Win=85 Len=66 TSval=2221433559 TSecr=1778152397"
17361,08:43.5,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=40657 Win=83 Len=0 TSval=1778153508 TSecr=2221433559
17362,08:44.0,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=29855 Ack=1 Win=85 Len=46 TSval=2092089534 TSecr=2651605325"
17363,08:44.0,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=29901 Win=83 Len=0 TSval=2651606513 TSecr=2092089534
17364,08:44.0,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20371 Ack=1 Win=85 Len=30 TSval=1776938989 TSecr=3277913168"
17365,08:44.0,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20401 Win=83 Len=0 TSval=3277914190 TSecr=1776938989
17366,08:44.2,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=29901 Ack=1 Win=85 Len=46 TSval=1182011256 TSecr=2457048678"
17367,08:44.2,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=29947 Win=83 Len=0 TSval=2457049692 TSecr=1182011256
17368,08:44.4,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=37063 Ack=1 Win=85 Len=58 TSval=553208447 TSecr=2194846426"
17369,08:44.4,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=37121 Win=83 Len=0 TSval=2194847443 TSecr=553208447
17370,08:44.5,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=29809 Ack=1 Win=85 Len=46 TSval=3351521099 TSecr=2774396903"
17371,08:44.5,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=29855 Win=83 Len=0 TSval=2774398032 TSecr=3351521099
17372,08:44.8,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=40657 Ack=1 Win=85 Len=66 TSval=2221434844 TSecr=1778153508"
17373,08:44.8,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=40723 Win=83 Len=0 TSval=1778154794 TSecr=2221434844
17374,08:45.1,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20401 Ack=1 Win=85 Len=30 TSval=1776939998 TSecr=3277914190"
17375,08:45.1,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20431 Win=83 Len=0 TSval=3277915199 TSecr=1776939998
17376,08:45.1,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=29901 Ack=1 Win=85 Len=46 TSval=2092090661 TSecr=2651606513"
17377,08:45.1,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=29947 Win=83 Len=0 TSval=2651607640 TSecr=2092090661
17378,08:45.2,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=29947 Ack=1 Win=85 Len=46 TSval=1182012270 TSecr=2457049692"
17379,08:45.2,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=29993 Win=83 Len=0 TSval=2457050706 TSecr=1182012270
17380,08:45.4,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=37121 Ack=1 Win=85 Len=58 TSval=553209526 TSecr=2194847443"
17381,08:45.4,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=37179 Win=83 Len=0 TSval=2194848522 TSecr=553209526
17382,08:45.7,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=29855 Ack=1 Win=85 Len=46 TSval=3351522278 TSecr=2774398032"
17383,08:45.7,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=29901 Win=83 Len=0 TSval=2774399210 TSecr=3351522278
17384,08:45.8,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=40723 Ack=1 Win=85 Len=66 TSval=2221435912 TSecr=1778154794"
17385,08:45.8,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=40789 Win=83 Len=0 TSval=1778155861 TSecr=2221435912
17386,08:46.1,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20431 Ack=1 Win=85 Len=30 TSval=1776941012 TSecr=3277915199"
17387,08:46.1,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20461 Win=83 Len=0 TSval=3277916214 TSecr=1776941012
17388,08:46.1,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=29947 Ack=1 Win=85 Len=46 TSval=2092091696 TSecr=2651607640"
17389,08:46.1,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=29993 Win=83 Len=0 TSval=2651608675 TSecr=2092091696
17390,08:46.3,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=29993 Ack=1 Win=85 Len=46 TSval=1182013406 TSecr=2457050706"
17391,08:46.3,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=30039 Win=83 Len=0 TSval=2457051842 TSecr=1182013406
17392,08:46.4,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=37179 Ack=1 Win=85 Len=58 TSval=553210542 TSecr=2194848522"
17393,08:46.4,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=37237 Win=83 Len=0 TSval=2194849538 TSecr=553210542
17394,08:46.7,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=29901 Ack=1 Win=85 Len=46 TSval=3351523351 TSecr=2774399210"
17395,08:46.7,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=29947 Win=83 Len=0 TSval=2774400283 TSecr=3351523351
17396,08:47.1,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20461 Ack=1 Win=85 Len=30 TSval=1776942090 TSecr=3277916214"
17397,08:47.1,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20491 Win=83 Len=0 TSval=3277917291 TSecr=1776942090
17398,08:47.2,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=40789 Ack=1 Win=85 Len=66 TSval=2221437249 TSecr=1778155861"
17399,08:47.2,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=40855 Win=83 Len=0 TSval=1778157198 TSecr=2221437249
17400,08:47.3,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=29993 Ack=1 Win=85 Len=46 TSval=2092092879 TSecr=2651608675"
17401,08:47.3,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=30039 Win=83 Len=0 TSval=2651609858 TSecr=2092092879
17402,08:47.4,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=30039 Ack=1 Win=85 Len=46 TSval=1182014446 TSecr=2457051842"
17403,08:47.4,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=30085 Win=83 Len=0 TSval=2457052882 TSecr=1182014446
17404,08:47.5,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=37237 Ack=1 Win=85 Len=58 TSval=553211636 TSecr=2194849538"
17405,08:47.5,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=37295 Win=83 Len=0 TSval=2194850632 TSecr=553211636
17406,08:47.8,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=29947 Ack=1 Win=85 Len=46 TSval=3351524411 TSecr=2774400283"
17407,08:47.8,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=29993 Win=83 Len=0 TSval=2774401343 TSecr=3351524411
17408,08:48.2,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=20491 Ack=1 Win=85 Len=30 TSval=1776943170 TSecr=3277917291"
17409,08:48.2,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=20521 Win=83 Len=0 TSval=3277918371 TSecr=1776943170
17410,08:48.3,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=30039 Ack=1 Win=85 Len=46 TSval=2092093905 TSecr=2651609858"
17411,08:48.3,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=30085 Win=83 Len=0 TSval=2651610884 TSecr=2092093905
17412,08:48.4,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=30085 Ack=1 Win=85 Len=46 TSval=1182015516 TSecr=2457052882"
17413,08:48.4,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=30131 Win=83 Len=0 TSval=2457053952 TSecr=1182015516
17414,08:48.5,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=40855 Ack=1 Win=85 Len=66 TSval=2221438542 TSecr=1778157198"
17415,08:48.5,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=40921 Win=83 Len=0 TSval=1778158491 TSecr=2221438542
